id,text,misinformation_label,opinion_label,all_caps,exclamation_marks,hedging,adjectives,unk,annotator,exclamation_marks_bin,all_caps_bin,hedging_bin,adjectives_bin,unk_bin,jennifer,nicole,rachelle,shiao-li
489,My work is a road width away from the sea and there's a flood alert for the area tomorrow. Gonna be parking my car a good distance away.,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
490,"We will be taking canned food, bottled water, tarps and germ-x to Panama City next Saturday to help the ones effected by Hurricane Michael. If anyone would like… https://www.instagram.com/p/Bo6d_8aFjiddlBGQrBKibsYNFbMcoUZYZz6cI00/?utm_source=ig_twitter_share&igshid=1oo4x3jhi2rf …",0,0,[],[],"[['would', 150, 155]]",[],[],nicole,0,0,1,0,0,0,1,0,0
491,My sis can now sit on a cam w/o panicking https://t.co/GiYaaD7dcc,1,0,[],[],"[['can', 7, 10]]",[],[],nicole,0,0,1,0,0,0,1,0,0
492,'Go too Ibiza Pop ah Pill Get DRUNK &amp; Fall off a Cliff'. (Real Talk) @DannyJohnJules @Spencer_Fearon @ChristieLinford,1,0,"[['DRUNK', 30, 35]]",[],[],[],[],nicole,0,1,0,0,0,0,1,0,0
493,That's better than leaving people outside in the hurricane with nowhere to go honestly. I also don't see why they didn't plan to shelter,0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
494,We've been hearing about this blizzard for a week but tonight's snowfall came smooth TF outta nowhere. Cars just liked up on the road.,0,1,"[['TF', 85, 87]]",[],[],[],"[['TF', 85, 87]]",nicole,0,1,0,0,1,0,1,0,0
495,Italy Resorts To Transporting Bodies In Army Trucks After Coronavirus Overwhelms Cemeteries https://t.co/cusx8BwIA5,1,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
496,Got pulled over by cops just so they would tell me to seek shelter cuz of a tornado warning. Seriously?,0,1,[],[],"[['would', 37, 42]]",[],[],nicole,0,0,1,0,0,0,1,0,0
497,"Hurricane Dorian: Uber offering free rides to Florida shelter locations

https://www.wftv.com/weather/eye-on-the-tropics/hurricane-dorian-uber-offering-free-rides-to-florida-shelter-locations/981510231 …",0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
498,The '1pack 2pack 3pack' line is on fleek if Stretcher is fire.,1,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
499,"YA BOY CLIP VS 4KUS FULL BATTLE

@15MofeRadio @Heavybag201 @battle_dom @QOTRING @BattleRapChris @Hughes1128 

https://t.co/7SPyDy1csc",1,0,"[['YA', 0, 2], ['BOY', 3, 6], ['CLIP', 7, 11], ['VS', 12, 14], ['4KUS', 15, 19], ['FULL', 20, 24], ['BATTLE', 25, 31]]",[],[],[],[],nicole,0,1,0,0,0,0,1,0,0
500,Thought this said food & willpower RT @Independent: Fresh flood fear after festive blackout as thousands left without power at Christmas,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
501,NEW YORK: A whirlwind day of activities in New York. Breakfast at the Millennium Hotel United Nations Plaza. Lunch... http://t.co/laYZBA9y8h,1,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
502,"there is a BLIZZARD WARNING for where i live, so i am currently in my parents' basement being a dweller and eating their food",0,0,"[['BLIZZARD', 11, 19], ['WARNING', 20, 27]]",[],[],[],[],nicole,0,1,0,0,0,0,1,0,0
503,". #Trumpland - you see, there ARE some situations in which #EXPERIENCEMATTERS
No Food, No FEMA: Hurricane Michael’s Survivors Are Furious
Miles&miles of Florida are obliterated&residents have been left to fend for themselves w little help fr the government https://apple.news/APp4E5UMtQT2ULJVMPM0ovw …",0,1,"[['ARE', 30, 33], ['EXPERIENCEMATTERS', 60, 77]]",[],[],[],[],nicole,0,1,0,0,0,0,1,0,0
504,Photo: weallheartonedirection: I wouldnÛªt let David electrocute himself so IÛªm the asshole http://t.co/uWiJMEGl4E,1,1,[],[],"[['wouldn\x89Ûªt', 33, 43]]",[],"[['asshole', 87, 94]]",nicole,0,0,1,0,1,0,1,0,0
505,"Farmers protesting at the Delhi-Ghazipur border (Delhi-UP) march towards Delhi.

""With this march we want to give a message to the govt to listen to our issues,"" says Rakesh Tikait, Spokesperson, Bharatiya Kisan Union.

#FarmersProtest https://t.co/Bplf0PjhuY",1,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
506,@MargieBiebes off the road And Seek shelter because of the TORNADO warning. but my bus driver is Still driving lol,0,0,"[['TORNADO', 60, 67]]",[],[],[],[],nicole,0,1,0,0,0,0,1,0,0
507,"""I Will Never Do This Again"": A Family Decided To Ride Out Hurricane Michael And It Was Terrifying https://www.buzzfeednews.com/article/davidmack/hurricane-michael-florida-mexico-beach?utm_term=.bb5nlN29ZY#.bb5nlN29ZY …",0,0,[],[],[],"[['Terrifying', 88, 98]]",[],nicole,0,0,0,1,0,0,1,0,0
508,Florida man drives car into kitchen to prevent it from blowing away during Hurricane Dorian** #HurricaneDorian #Dorian #Florida #UnitedStates #Dorian2019https://thepigeonexpress.com/florida-man-drives-car-into-kitchen-to-prevent-it-from-blowing-away-during-hurricane-dorian/ …,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
509,still in the car on the way to flo-town. those pools on the side of 95 near Dunn were shattered and sprayed everywhere from the tornado,0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
510,"#smh ... Would-be looter in Hurricane Michael-ravaged Florida shot, killed after trying to steal law enforcement vehicle: report https://fxn.ws/2pUM4La  #FoxNews",0,1,[],[],"[['Would', 9, 14]]",[],[],nicole,0,0,1,0,0,0,1,0,0
511,Correction: Tent Collapse Story http://t.co/S7VYGeNJuv,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
512,"Now is the time to shelter in place.  Hurricane Dorian is headed to the Jacksonville area. Be safe.  

Call 911 if you have a emergency. 

Bridges will likely close TONIGHT. Unknown exact times. Current weather dependent. 

#HurricaneDorian #JaxReady #JacksonvilleFL",0,0,"[['TONIGHT', 165, 172]]",[],[],[],[],nicole,0,1,0,0,0,0,1,0,0
513,"Hurricane Kit FAIL! #SMH 
Mine resembles the one w/the generator, but w/more food&water &my tub full of water. Thewon't flush itself pic.twitter.com/RaNypLAWxy",0,1,"[['FAIL', 14, 18], ['SMH', 21, 24]]","[['!', 18, 19]]",[],[],[],nicole,1,1,0,0,0,0,1,0,0
514,"Hurricane Michael Tips: Keep your car in the highest ground possible, away from trees, water and potential debris. Remove electronics, accessories and personal property from your car. Even better - park in a secure city parking lot above ground.",0,0,[],[],"[['possible', 60, 68]]",[],[],nicole,0,0,1,0,0,0,1,0,0
515,Blazing Hot! Etisalat Free MB For Complete 12 Months: Etisalat Is Giving out 100MB on TECNO Q1 here is the Ime... http://t.co/AVzsYIe1nT,1,0,[],"[['!', 11, 12]]",[],[],[],nicole,1,0,0,0,0,0,1,0,0
516,"Hurricane Matthew: Family rescued from car rooftop: A family is rescued after being stranded on top of their car, following flooding ...",0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
517,This happen EVERY TIME it floods!! ‚Äú@joeimel: BGFD dispatched to car stuck in high water behind McDonald‚Äôs. The driver is still in the car.‚Äù,0,1,"[['EVERY', 12, 17], ['TIME', 18, 22]]","[['!!', 32, 34]]",[],[],[],nicole,1,1,0,0,0,0,1,0,0
518,Dramatic body cam shows police rushing to save shelter animals from wildfires http://www.msn.com/en-us/video/animals/dramatic-body-cam-shows-police-rushing-to-save-shelter-animals-from-wildfires/vi-BBLTaou?ocid=ob-tw-enus-1521842279219¬†‚Ä¶pic.twitter.com/FbKxMHU8qr,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
519,"Please remember that over 25% of the families impacted by Hurricane Dorian are also dealing with a family member with special needs or extraordinary challenges. There can be severe consequences to life in such times of emergency, anything from safety to medicines is affected.",0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
520,"The proportion of patients spending over 4 hours in A&amp;E has substantially increased in recent years. Are waiting lists, ambulance data and staffing levels meeting targets? Find the latest statistics on the performance of the #NHS in our briefing https://t.co/yAnNLcEGsW https://t.co/W6F6EiHoNb",0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
521,"Jim Bakker says hurricanes are God's judgment, urges you to buy his nasty doomsday food http://www.huffingtonpost.com/entry/jim-bakker-hurricane-doomsday-food_us_59af847be4b0354e440d93dd?ncid=engmodushpmg00000004¬†‚Ä¶ via @HuffPostMedia",0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
522,"i mean is it industrial pollution, cars, wildfires, all of the above?",0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
523,[Emergency Mgmt] Gimme Shelter: Keeping Homeless Warm in a Blizzard is Easier Said Than Done http://dlvr.it/KNFNyM¬†,0,0,[],[],[],"[['Homeless', 40, 48]]",[],nicole,0,0,0,1,0,0,1,0,0
524,"Time to pay attention to Hurricane Dorian: Fill your car with gas, have non-perishable food supplies on hand for at least 72 hours, & secure all loose objects around your home. This system will pass us in the middle of the night this coming Saturday https://weather.gc.ca/hurricane/statements_e.html …",0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
525,"Floridians should continue to be prepared with at least a 7 day supply of food, water, and medicine #FLPrepares – much of the state is in Hurricane Dorian’s projected path
#HurricaneDorian",0,0,[],[],"[['should', 11, 17]]",[],[],nicole,0,0,1,0,0,0,1,0,0
526,Everyone is stocking up on food and supplies for hurricane Dorian and I’m just out here buying hair products. #LivingMyBestLife #HurricaneDorian2019 #NoWorries,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
527,"lit cigarette can set a car on fire
In some specific areas on a car, a spark can make it explode
Though guy with lousy car and good insurance might torch his own...
 Without evidence of fraud, yes, I see wildfire as reasonable",0,1,[],[],"[['can', 14, 17], ['can', 77, 80], ['might', 142, 147]]",[],[],nicole,0,0,1,0,0,0,1,0,0
528,"Have you ever seen the President 
who killed your wounded child?
Or the man that crashed your sister's plane 
claimin' he was sent of God?",1,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
529,Palestinians protest against cartoon insulting Islam's prophet in France https://t.co/bE5J57X6qI,1,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
530,"Are you Prepared?
As Hurricane Matthew Nears the East Coast People are in need of water, food, and Gasoline, they... http://fb.me/5ClTVdyqw ",0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
531,We've all been snow bound due to the blizzard of 2016. This causes us to take in more junk and process foods than... http://fb.me/4K4b6lSSv¬†,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
532,I wanna go back to New Orleans so bad  I wanna stroll down the French quarter and eat good food and drink hurricanes ,0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
533,Hey #movietheatre mass murderer wanna-be we don't play that shit in the #615!,0,1,[],[],[],[],"[['shit', 60, 64]]",nicole,0,0,0,0,1,0,1,0,0
534,Evacuation again. Large hail. Tornado. Worried about my car. :(,0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
535,My heart goes out to the Florida residents that decided to ride out Hurricane Matthew. http://ow.ly/PCcS304Y76n  #nickimicheaux #disaster,0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
536,"Many enjoy the freedom of Not owning a vehicle,
some wish they had one.
either way, how do u escape from a town during a sudden #wildfire w/o one?",0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
537,Heavy Israeli shelling of the Gaza Strip https://t.co/PiWy2W6rQU,1,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
538,"Kingston, Jamaica 5am. Just came from the store - got some water and tin food. Hurricane Matthew… https://www.instagram.com/p/BLBKiDOj-Wx/ ",0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
539,All I could do was laugh while walking to my car in this flood #mtsu,0,1,[],[],"[['could', 6, 11]]",[],[],nicole,0,0,1,0,0,0,1,0,0
540,@StevenOnTwatter @PussyxDestroyer just order a blizzard pay then put your nuts in it say they have you ball flavored. Boom free ice cream,1,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
541,"Blizzard Of 2016: 8 Healthy Comfort Food Recipes, Without A Side Of Guilt http://bit.ly/1SCcfzz¬† #health #child",0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
542,You gotta be a special type of trash to tow cars in a blizzard,0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
543,Yesterday after getting back home after Hurricane Michael we were driving around looking for stations with gas and somewhere to get food then my hubby pulled out his bag of pumpkin reeses they may have been melted but omg it was just what I needed!,0,1,[],"[['!', 247, 248]]","[['may', 193, 196]]",[],[],nicole,1,0,1,0,0,0,1,0,0
544,Emergency units simulate a chemical explosion at NU - Evanston Now http://t.co/kfyEbhb3DI,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
545,I haven't heard Trump talking very much about the people devastated by Hurricane Michael. There are people who need food and water.,0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
546,California wildfire destroys more homes but crews advance http://t.co/7XQ8JrtL7I Free tool online http://t.co/J90dT2qnXb,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
547,"#Earthquake M5.4 Laos (Thailand) 7mins ago 20 Nov 21:04 UTC - report/info: 
https://t.co/jJwH1S4G86",1,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
548,"The week I buy a new car, there's a fucking hurricane ",0,0,[],[],[],[],"[['fucking', 36, 43]]",nicole,0,0,0,0,1,0,1,0,0
549,my cat wasn't feeling good so i drove through this blizzard to pick up medicine and toys #momgoals,0,0,[],[],"[['feeling', 14, 21]]",[],[],nicole,0,0,1,0,0,0,1,0,0
550,"I wanna be able to ride my boat down the streets. With hurricane sandy, my dreams can come true.",0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
551,"""No Food, No FEMA: Hurricane Michael’s Survivors Are Furious""  https://thebea.st/2IV0u6C?source=twitter&via=desktop … via @thedailybeast",0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
552,"U.S. President Donald Trump surveyed the damage from Hurricane Michael and met with survivors on Monday, saying food and housing were the top priorities for those hit in #Florida's storm-ravaged #Panhandle.",0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
553,"This wonderful lady is so right and so dead on in her description of Donald Trump s mission You will Love her!  Democrats FAILED, they care about the inner city when its election time ",1,1,"[['FAILED', 122, 128]]",[],[],"[['wonderful', 5, 14]]",[],nicole,0,1,0,1,0,0,1,0,0
554,ONLY DAREDEVILS RIDE THE EXTREME RIDES AT SEA WORLD DURING A HURRICANE.,0,1,"[['ONLY', 0, 4], ['DAREDEVILS', 5, 15], ['RIDE', 16, 20], ['THE', 21, 24], ['EXTREME', 25, 32], ['RIDES', 33, 38], ['AT', 39, 41], ['SEA', 42, 45], ['WORLD', 46, 51], ['DURING', 52, 58], ['A', 59, 60], ['HURRICANE', 61, 70]]",[],[],[],[],nicole,0,1,0,0,0,0,1,0,0
555,Spent 40 minutes getting kids into the car for dinner. A hurricane literally arrived in the time it took. #HurricaineHarvey,0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
556,This goes out to all the Californians driving electric cars for the past 10 years saving emissions so the wildfires can do there thing this year. We appreciate you,0,1,[],[],"[['can', 116, 119]]",[],[],nicole,0,0,1,0,0,0,1,0,0
557,Pets taking shelter in Knoxville from Hurricane Dorian need a home  https://www.wvlt.tv/content/news/Pets-taking-shelter-from-Hurricane-need-a-home--559362681.html …,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
558,Tornado Steals Fast Food [Video] http://2leep.com/news/173103/,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
559,Kids are inundated with images and information online and in media and have no way to deconstruct. - Kerri Sackville #TMS7,1,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
560,"Nearly 1 Million Cars Destroyed by Hurricane Harvey, Used Car Market in US Feels The Brunt http://androidmarvel.com/2017/09/01/1679/hurricane-harvey-destroyed-million-cars/¬†‚Ä¶ via @andromarvel",0,0,[],[],"[['Feels', 75, 80]]",[],[],nicole,0,0,1,0,0,0,1,0,0
561,Late night shopping tomorrow night (open till 8pm) - the car park will be flood lit so if you want to come and... http://fb.me/1TsC3Qt3Z¬†,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
562,Blizzard Rule #1. Never wait until the last minute to shovel your car out. I see a lot of cold and frustrated folks this morning.,0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
563,Hurricane Matthew: Family rescued from car rooftop: A family is rescued after being stranded on top of their ... http://cur.lv/12z3q1 ,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
564,"Hurricane Sandy is Serious Remember if your home isn't safe for you it isn't safe for pets Bring your pets with you, bring food water, meds",0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
565,#MissionHills CA #Nursing : Registered Nurse - Emergency Department ( Full Time... at Providence Health &amp; Services http://t.co/Z5grLREy6V,1,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
566,"5 Ways to Ride Out Hurricane Sandy: 
Hurricane Sandy is one angry girl. And as she makes her way ashore, she’s c... http://adf.ly/E9fcx ",0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
567,"""Today, my dad decided to start preparing for Hurricane Sandy by buying $300 worth of long-life and canned food. We live in Australia. FML""",0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
568,Nasa scientists hail Perseverance rover's arrival on Mars with stunning images https://t.co/Yt834noruB,1,0,[],[],[],"[['stunning', 63, 71]]",[],nicole,0,0,0,1,0,0,1,0,0
569,Haitians flee homes in search of shelter as Hurricane Matthew closes in #matthew #haiti. http://yahoonewsdigest-us.tumblr.com/151330005524 ,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
570,"Brutal blizzard Jonas bites: 8,300 flights axed; Cars stranded for hours in Kentucky; More‚Ä¶ http://Sharrit.net/brutal-blizzard-jonas-bites-8300-flights-axed-cars-stranded-for-hours-in-kentucky-more-than-a-foot-of-snow-in-dc-three-inches-an-hour-in-nyc-as-authorities-tell-85-million-to-stay-inside/¬†‚Ä¶pic.twitter.com/1e2fqxR0H1",0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
571,"There's no better way to celebrate Labor Day in Florida than preparing for a hurricane!
DO NOT BE CAUGHT WEARING WHITE SHOES IN THE SHELTER! https://twitter.com/B_Carp01/status/904682281519939584¬†‚Ä¶",0,1,"[['DO', 88, 90], ['NOT', 91, 94], ['BE', 95, 97], ['CAUGHT', 98, 104], ['WEARING', 105, 112], ['WHITE', 113, 118], ['SHOES', 119, 124], ['IN', 125, 127], ['THE', 128, 131], ['SHELTER', 132, 139]]","[['!', 139, 140], ['!', 86, 87]]",[],[],[],nicole,1,1,0,0,0,0,1,0,0
572,Caribbean prepares for 155mph Hurricane Matthew: Food stores see long queues as people on the Car... http://bit.ly/2dFiar6  #foodawards,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
573,@AutoBlog #News- Florida man parks Smart car in kitchen to save it from Hurricane Dorian https://www.autoblog.com/2019/09/05/hurricane-dorian-smart-car-in-kitchen/ …,0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
574,when you don't know which way an ambulance is coming from &lt;&lt;,0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
575,"New Yorkers are finding shelter in their own homes to keep safe from hurricane Sandy. Because, you know, YOLO.",0,1,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
576,Hurricane Sandy & Seamless Food Ordering http://ow.ly/ePQ1p ,0,0,[],[],[],"[['Seamless', 18, 26]]",[],nicole,0,0,0,1,0,0,1,0,0
577,"Clearly, rebuilding, building code must change to withstand another Dorian+
But right now emergency housing needs to be flown in,  erected and utilities connected

The future is uncertain for 70,000 in the Bahamas left homeless by Hurricane Dorian
https://www.cnn.com/2019/09/08/us/bahamas-dorian-homeless-relief/index.html …",0,1,[],[],[],"[['homeless', 219, 227]]",[],nicole,0,0,0,1,0,0,1,0,0
578,"Houston-Area Restaurants & Bars Closed, Open And Running Specials For Hurricane Harvey - Houston Food Finder http://fb.me/BSjW2pgE¬†",0,0,[],[],[],[],[],nicole,0,0,0,0,0,0,1,0,0
579,@MacBreck I know what it means.It means I'll go on Twitter and obliterate any CHANCE of EVER winning another election for Pres.bad at math.,1,1,"[['CHANCE', 78, 84], ['EVER', 88, 92]]",[],[],[],[],nicole,0,1,0,0,0,0,1,0,0
580,First time im witnessing floods in my hood. Wow. Could literally see the water level up to my cars window. Was so freaked out.,0,1,[],[],"[['Could', 49, 54]]",[],[],rachelle,0,0,1,0,0,0,0,1,0
581,Ready to ride! #skidoo #summit #800 #mbrp #blizzard #snowday #hashtag https://www.instagram.com/p/BBTHSgerb6E/¬†,0,1,[],"[['!', 13, 14]]",[],[],[],rachelle,1,0,0,0,0,0,0,1,0
582,".@Judgenap: Samsung allowed British intelligence to spy on Americans through their televisions pic.twitter.com/kHkNt0s8Ar  FOX & friends (@foxandfriends) March 9, 2017",1,0,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
583,"The UN climate change report ""describes a world of worsening food shortages and wildfires, and a mass die-off of coral reefs as soon as 2040 ‚Äî a period well within the lifetime of much of the global population""  https://nyti.ms/2Cw5MF8¬†",0,0,[],[],[],"[['worsening', 51, 60]]",[],rachelle,0,0,0,1,0,0,0,1,0
584,After shooting event at the theater @Starbucks is giving FREE COFFEE to all first responders police &amp; firefighters. AntiochHickoryHollow#TN,0,0,"[['FREE', 57, 61], ['COFFEE', 62, 68]]",[],[],[],[],rachelle,0,1,0,0,0,0,0,1,0
585,prayers for all of the islands in irmas path hurricanes are scary here and much scarier when you don't have forecasts or shelter/anything,0,1,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
586,"Hurricane Dorian is approaching, now a CAT 5. With little to stop, I hope everyone in Carolina stays safe, and takes shelter.",0,1,[],[],"[['hope', 69, 73]]",[],[],rachelle,0,0,1,0,0,0,0,1,0
588,"Hygiene kits, medicine and supplies being flown to Bahamas after Hurricane Dorian https://ift.tt/2A0X0vy  #FoxNews #HurricaneWatch",0,0,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
589,I'm hungry i have no food and there's flood outside it's dirty so no,0,1,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
590,Hey @weatherchannel not a very safe image your reporter is portraying on live TV climbing around rail cars overturned by Hurricane Michael in Panama City. Where is your railroad safety escort? @olinational,0,1,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
591,@BritishRedCross: After Hurricane Matthew hospitals are overflowing. Families need shelter &clean water. Help! http://bit.ly/2dYOllm ,0,0,[],"[['!', 109, 110]]",[],[],[],rachelle,1,0,0,0,0,0,0,1,0
592,"I wonder how @RoKhanna and @PramilaJayapal sleep at night when they have never once spoken out about what is being done to their Hindu sisters &amp; brothers in Pakistan. 
Hindu girls are kidnapped, assaulted, lynchings of Hindu boys. Have they no conscience?! https://t.co/pYPb9Ncn5H",1,1,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
593,"People can donate towards the animal relief efforts for Hurricane Dorian at the following organizations...

Grand Bahama Humane Society: https://thekohnfoundation.org/donate.php 

The Abaco Shelter: http://abacoshelter.org ... https://www.facebook.com/mannyotr/posts/1204466933095099 …",0,0,[],[],"[['can', 7, 10]]",[],[],rachelle,0,0,1,0,0,0,0,1,0
594,11 puncture wounds,1,0,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
595,"I liked a @YouTube video http://youtu.be/ZXB0e0rCaEY?a  Hurricane Michael: Damage, 1,000's Missing, No Food, Water, Help? It's All Very",0,0,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
596,One of my friends lost his car & the other lost his apartment.. This is the most devastating tornado we've ever had.,0,1,[],[],[],"[['devastating', 81, 92]]",[],rachelle,0,0,0,1,0,0,0,1,0
597,@BldrCOSheriff says 2nd grenade found is 'younger' that WWII era grenade found earlier. They'll detonate it at 8:00 tonight. @CBSDenver,0,0,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
598,"He's really concerned about the Americans in the path of Hurricane Dorian, so he invited them all to join him to play golf there to ride out the storm. I guessed they missed the message...  Such a douche bag!",0,1,[],"[['!', 207, 208]]","[['guessed', 154, 161]]",[],"[['douche bag', 197, 207]]",rachelle,1,0,1,0,1,0,0,1,0
600,"Hurricane Michael, the third most intense storm on record to make landfall in the U.S., has caused widespread destruction, turning places like Mexico Beach, Florida, into a hellscape of broken homes and overturned cars. It will be a while before we... https://bit.ly/2pSh5iX ",0,1,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
601,New crime: knowing your rights. Punishable by death,1,1,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
602,taking shelter from the tornado in the swim locker rooms during HBA= AWESOME!,0,1,"[['AWESOME', 69, 76]]","[['!', 76, 77]]",[],[],[],rachelle,1,1,0,0,0,0,0,1,0
603,A young German stormtrooper engaged in the Battle of the Somme 1916. [800 ÌÑ 582 ] http://t.co/yxvMifLvc4,0,0,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
604,"A new report from the @UN‚Äôs scientific panel on climate change describes a world of worsening food shortages and wildfires, and a mass die-off of coral reefs as soon as 2040 ‚Äî a period well within the lifetime of much of the global population. https://www.nytimes.com/2018/10/07/climate/ipcc-climate-report-2040.html¬†‚Ä¶",0,0,[],[],[],"[['worsening', 86, 95]]",[],rachelle,0,0,0,1,0,0,0,1,0
605,Social Media Thinks Trump Is “Deep Into His Degenerative Neurological Disease” After Resurfaced Video Shows Him Looking Lost And Disoriented https://t.co/x83Dlho9tJ,1,0,[],[],"[['Thinks', 13, 19]]",[],[],rachelle,0,0,1,0,0,0,0,1,0
606,@ElevationCycles where is good to ride after the floods? Keen to bust out my trek superfly!,0,1,[],"[['!', 90, 91]]",[],[],[],rachelle,1,0,0,0,0,0,0,1,0
607,"#Harvey does something rare for major hurricane, & it could take #oil prices on an unusual ride http://cnb.cx/2weJPGt¬† via (@TradingNation)",0,0,[],[],"[['could', 54, 59]]",[],[],rachelle,0,0,1,0,0,0,0,1,0
608,"The more people wear masks, the more protected we all are from #COVID19. 

Sneezing, talking and coughing all spread germs through the air. Masks act like a barrier to help stop your germs from spreading. https://t.co/EfGMpvlvkW #StayHomeMN",1,0,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
609,"Hello Emma, great to see that! It's spreading like wildfire! Hope the storage will be successfull and it will contribute to food and nutrition security and income. @oursweetpotato",0,1,[],"[['!', 29, 30]]","[['Hope', 61, 65]]","[['successfull', 86, 97]]",[],rachelle,1,0,1,1,0,0,0,1,0
610,"The death toll from the #measles epidemic in #Samoa has risen to 32, of which 28 (87.5%) are children under four. This avoidable tragedy must serve as a wake-up call that #vaccine refusal and low immunization rates can have a devastating impact. https://t.co/KfuLJX2Lqo",1,1,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
611,"Prime with one, boost with another. Depends on what the 'best' means: vaccination that allows mild infection and minimal transmission would be a good vaccine. Or come back with a better vaccine.!What if the First Coronavirus Vaccines Aren’t the Best? https://t.co/EE8dvDfSaG",1,1,[],"[['!', 194, 195]]","[['would', 134, 139]]",[],[],rachelle,1,0,1,0,0,0,0,1,0
612,TempHome is on alert & ready to find temporary housing for those impacted by Hurricane Matthew. Call 888-229-0631 http://www.temphome.com ,0,0,[],[],[],[],[],rachelle,0,0,0,0,0,0,0,1,0
